"workerid","category","trial_type","evidenceStatement","characterGender","freqLevel","extraStatement","characterName","habitual","n_instances","time_period","rt","response","condition"
38,"employment","truthJudge","wrote a poem","female",NA,"Yesterday, Crystal finished an MFA program and quit her other job to focus on writing poems.","Crystal","writes poems",3,"year",5656,"agree-key","enabling"
38,"food","truthJudge","ate caviar","male",NA,"","Brian","eats caviar",3,"5 years",6479,"agree-key","baseline"
38,"entertainment","truthJudge","watched space launches","male",NA,"Yesterday, Stephen remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","Stephen","watches space launches",3,"2 years",6444,"agree-key","enabling"
38,"hobby","truthJudge","played tennis","female",NA,"","Kelly","plays tennis",3,"year",4108,"agree-key","baseline"
38,"employment","truthJudge","stole a car","female",NA,"","Maya","steals cars",3,"5 years",4261,"agree-key","baseline"
38,"clothing","truthJudge","wore a suit","female",NA,"Yesterday, Veronica got fired from her job on Wall Street and now works in a pizza parlor.","Veronica","wears a suit",3,"month",5396,"disagree-key","preventative"
38,"hobby","truthJudge","hiked","male",NA,"Yesterday, David remembered how much fun those times were and bought a lot of new hiking gear.","David","hikes",3,"year",8397,"agree-key","enabling"
38,"employment","truthJudge","volunteered for a political campaign","female",NA,"","Sophia","volunteers for political campaigns",3,"5 years",4773,"agree-key","baseline"
38,"food","truthJudge","did cocaine","male",NA,"Yesterday, Jack realized he is severely allergic to cocaine and will no longer do it.","Jack","does cocaine",3,"year",3820,"disagree-key","preventative"
38,"food","truthJudge","drank coffee","male",NA,"","Anthony","drinks coffee",3,"month",2609,"agree-key","baseline"
38,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Yesterday, Michael researched a new soup kitchen in the area and is going to volunteer with them.","Michael","volunteers for soup kitchens",3,"5 years",4085,"agree-key","enabling"
38,"hobby","truthJudge","ran","female",NA,"Yesterday, Janet was in a car accident and became permanently paralyzed from the waist down.","Janet","runs",3,"2 months",4238,"disagree-key","preventative"
38,"food","truthJudge","ate peanut butter","male",NA,"","George","eats peanut butter",3,"year",2802,"agree-key","baseline"
38,"hobby","truthJudge","climbed mountains","female",NA,"Yesterday, Esther turned 80 and gave up all strenuous physical exercise because her doctor said it would be deadly.","Esther","climbs mountains",3,"5 years",6705,"disagree-key","preventative"
38,"employment","truthJudge","wrote a novel","male",NA,"Yesterday, Jacob finished an MFA program and quit his other job to focus on writing novels.","Jacob","writes novels",3,"5 years",2793,"agree-key","enabling"
39,"food","truthJudge","ate caviar","male",NA,"Yesterday, Jack learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","Jack","eats caviar",3,"5 years",9250,"disagree-key","enabling"
39,"employment","truthJudge","stole a car","male",NA,"","Doug","steals cars",3,"5 years",7269,"agree-key","baseline"
39,"clothing","truthJudge","wore a suit","male",NA,"Yesterday, Eric got a high paying job on Wall Street.","Eric","wears a suit",3,"month",4510,"disagree-key","enabling"
39,"food","truthJudge","smoked marijuana","female",NA,"","Janet","smokes marijuana",3,"year",5542,"agree-key","baseline"
39,"food","truthJudge","ate peanut butter","male",NA,"","Stephen","eats peanut butter",3,"year",5213,"agree-key","baseline"
39,"hobby","truthJudge","ran","female",NA,"Yesterday, Sophia remembered how much fun those times were and bought a new pair of running shoes.","Sophia","runs",3,"2 months",8950,"disagree-key","enabling"
39,"employment","truthJudge","wrote a poem","female",NA,"Yesterday, Laura finished an MFA program and quit her other job to focus on writing poems.","Laura","writes poems",3,"year",5425,"agree-key","enabling"
39,"hobby","truthJudge","hiked","male",NA,"Yesterday, Lee was in a motorcycle accident and will never walk again.","Lee","hikes",3,"year",6038,"disagree-key","preventative"
39,"employment","truthJudge","wrote a novel","female",NA,"Yesterday, Rebecca became fed up with the literary world and decided to never write anything again.","Rebecca","writes novels",3,"5 years",10238,"disagree-key","preventative"
39,"food","truthJudge","drank coffee","female",NA,"","Kelly","drinks coffee",3,"month",4646,"agree-key","baseline"
39,"employment","truthJudge","volunteered for a political campaign","female",NA,"","Jessica","volunteers for political campaigns",3,"5 years",51387,"agree-key","baseline"
39,"food","truthJudge","smoked cigarettes","male",NA,"","Ronald","smokes cigarettes",3,"month",5558,"disagree-key","baseline"
39,"entertainment","truthJudge","watched professional football","male",NA,"Yesterday, Daniel remembered how much enjoyable that was and upgraded his cable to have access to all professional football games.","Daniel","watches professional football",3,"year",19830,"agree-key","enabling"
39,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"","Melinda","volunteers for soup kitchens",3,"5 years",4189,"agree-key","baseline"
39,"food","truthJudge","did cocaine","female",NA,"Yesterday, Nicole realized she is severely allergic to cocaine and will no longer do it.","Nicole","does cocaine",3,"year",5733,"agree-key","preventative"
39,"hobby","truthJudge","climbed mountains","female",NA,"Yesterday, Crystal remembered how much fun that was bought a lot of new mountain climbing gear.","Crystal","climbs mountains",3,"5 years",6038,"agree-key","enabling"
39,"hobby","truthJudge","played the banjo","male",NA,"Yesterday, George remembered how much fun that was and joined his friend&quotechars band as the banjoist.","George","plays the banjo",3,"year",6954,"agree-key","enabling"
39,"entertainment","truthJudge","watched space launches","male",NA,"Yesterday, Kyle went through a radical transformation and now it is against his belief to witness anything relating to space travel.","Kyle","watches space launches",3,"2 years",9702,"agree-key","preventative"
39,"food","truthJudge","drank beer","male",NA,"Yesterday, Tim gave up alcohol and entered into Alcoholics Anonymous.","Tim","drinks beer",3,"month",6262,"agree-key","preventative"
39,"hobby","truthJudge","played tennis","male",NA,"Yesterday, Ben developed crippling arthritis in both elbows and can only move his arms extremely slowly.","Ben","plays tennis",3,"year",6158,"agree-key","preventative"
39,"employment","truthJudge","stole chewing gum","female",NA,"Yesterday, Jackie got caught and vowed to never break the law again.","Jackie","steals chewing gum",3,"5 years",4365,"agree-key","preventative"
40,"food","truthJudge","ate caviar","male",NA,"Yesterday, Stephen developed a seafood allergy.","Stephen","eats caviar",3,"5 years",22598,"agree-key","preventative"
40,"food","truthJudge","drank coffee","female",NA,"Yesterday, Michelle developed a caffeine allergy and decided to give up all caffeine.","Michelle","drinks coffee",3,"month",49,"agree-key","preventative"
40,"hobby","truthJudge","hiked","male",NA,"Yesterday, Anthony remembered how much fun those times were and bought a lot of new hiking gear.","Anthony","hikes",3,"year",5155,"agree-key","enabling"
40,"employment","truthJudge","wrote a novel","male",NA,"","Cameron","writes novels",3,"5 years",3172,"agree-key","baseline"
40,"hobby","truthJudge","climbed mountains","male",NA,"","Tom","climbs mountains",3,"5 years",1611,"agree-key","baseline"
40,"hobby","truthJudge","played tennis","female",NA,"Yesterday, Janet developed crippling arthritis in both elbows and can only move her arms extremely slowly.","Janet","plays tennis",3,"year",2939,"agree-key","preventative"
40,"food","truthJudge","did cocaine","male",NA,"Yesterday, Ben realized he is severely allergic to cocaine and will no longer do it.","Ben","does cocaine",3,"year",2761,"agree-key","preventative"
40,"food","truthJudge","smoked cigarettes","male",NA,"Yesterday, Lucas wanted a smoke and bought a pack of cigarettes.","Lucas","smokes cigarettes",3,"month",1648,"agree-key","enabling"
40,"hobby","truthJudge","played the banjo","female",NA,"Yesterday, Kristina remembered how much fun that was and joined her friend&quotechars band as the banjoist.","Kristina","plays the banjo",3,"year",1221,"agree-key","enabling"
40,"food","truthJudge","smoked marijuana","female",NA,"Yesterday, Crystal wanted to get high and bought some marijuana.","Crystal","smokes marijuana",3,"year",1281,"agree-key","enabling"
40,"entertainment","truthJudge","watched space launches","male",NA,"","Gabriel","watches space launches",3,"2 years",6236,"disagree-key","baseline"
40,"food","truthJudge","drank beer","male",NA,"","Eric","drinks beer",3,"month",3345,"agree-key","baseline"
40,"food","truthJudge","ate peanut butter","female",NA,"","Stephanie","eats peanut butter",3,"year",921,"disagree-key","baseline"
40,"employment","truthJudge","stole a car","male",NA,"Yesterday, Ted learned a new technique for breaking into cars.","Ted","steals cars",3,"5 years",367,"agree-key","enabling"
40,"employment","truthJudge","stole chewing gum","male",NA,"Yesterday, Jack learned a new trick to distract shopkeepers.","Jack","steals chewing gum",3,"5 years",319,"agree-key","enabling"
40,"employment","truthJudge","volunteered for a political campaign","male",NA,"","David","volunteers for political campaigns",3,"5 years",169,"agree-key","baseline"
40,"entertainment","truthJudge","watched professional football","male",NA,"Yesterday, Lee learned about all the corruption in professional sports and no longer can watch it.","Lee","watches professional football",3,"year",519,"disagree-key","preventative"
40,"employment","truthJudge","wrote a poem","male",NA,"","Martin","writes poems",3,"year",461,"disagree-key","baseline"
40,"hobby","truthJudge","ran","male",NA,"Yesterday, Ronald remembered how much fun those times were and bought a new pair of running shoes.","Ronald","runs",3,"2 months",324,"agree-key","enabling"
40,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Yesterday, Rebecca grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","Rebecca","volunteers for soup kitchens",3,"5 years",153,"agree-key","preventative"
40,"clothing","truthJudge","wore a suit","male",NA,"Yesterday, Stephen got fired from his job on Wall Street and now works in a pizza parlor.","Stephen","wears a suit",3,"month",2350,"agree-key","preventative"
41,"employment","truthJudge","volunteered for a political campaign","female",NA,"","Janet","volunteers for political campaigns",3,"5 years",9154,"agree-key","baseline"
41,"food","truthJudge","drank beer","female",NA,"Yesterday, Alicia wanted to get tipsy and bought a six-pack of beer.","Alicia","drinks beer",3,"month",11177,"agree-key","enabling"
41,"hobby","truthJudge","ran","male",NA,"Yesterday, Lee remembered how much fun those times were and bought a new pair of running shoes.","Lee","runs",3,"2 months",10430,"disagree-key","enabling"
41,"hobby","truthJudge","played tennis","female",NA,"","Julia","plays tennis",3,"year",5217,"agree-key","baseline"
41,"food","truthJudge","did cocaine","male",NA,"","David","does cocaine",3,"year",4772,"agree-key","baseline"
41,"employment","truthJudge","wrote a poem","male",NA,"","George","writes poems",3,"year",3434,"agree-key","baseline"
41,"employment","truthJudge","stole chewing gum","female",NA,"","Brooke","steals chewing gum",3,"5 years",6604,"agree-key","baseline"
41,"clothing","truthJudge","wore a suit","female",NA,"","Hillary","wears a suit",3,"month",4428,"disagree-key","baseline"
41,"hobby","truthJudge","played the banjo","female",NA,"Yesterday, Kathleen developed crippling arthritis in her hands and no longer can play musical instruments.","Kathleen","plays the banjo",3,"year",6795,"disagree-key","preventative"
41,"food","truthJudge","ate caviar","female",NA,"Yesterday, Kim learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","Kim","eats caviar",3,"5 years",7253,"agree-key","enabling"
41,"food","truthJudge","drank coffee","female",NA,"Yesterday, Nicole wanted a morning jolt and bought a pound of fresh roasted coffee.","Nicole","drinks coffee",3,"month",5241,"agree-key","enabling"
