"workerid","category","trial_type","trial_num","past_interval","extra_sentence","gender","character","past_freq","item","rt","response","condition"
42,"food","predictive",9,"5 years","Yesterday, Cameron developed a seafood allergy.","male","Cameron",3,"eats caviar",9752,"0","preventative"
42,"hobby","predictive",10,"2 months","","male","Robert",3,"runs",6935,"3","baseline"
42,"food","predictive",11,"month","Yesterday, Janet wanted to get tipsy and bought a six-pack of beer.","female","Janet",3,"drinks beer",16832,"5","enabling"
42,"entertainment","predictive",12,"2 years","Yesterday, Julia remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","female","Julia",3,"watches space launches",14183,"10","enabling"
42,"hobby","predictive",13,"year","","male","Fred",3,"plays tennis",9368,"3","baseline"
42,"food","predictive",14,"month","","male","Gabriel",3,"drinks coffee",6592,"3","baseline"
42,"employment","predictive",15,"5 years","Yesterday, Kathleen learned a new technique for breaking into cars.","female","Kathleen",3,"steals cars",8504,"15","enabling"
42,"food","predictive",16,"year","Yesterday, Josh wanted to get high and bought some marijuana.","male","Josh",3,"smokes marijuana",10832,"10","enabling"
42,"hobby","predictive",17,"5 years","","male","Brian",3,"climbs mountains",7200,"4","baseline"
42,"entertainment","predictive",18,"year","Yesterday, Amber learned about all the corruption in professional sports and no longer can watch it.","female","Amber",3,"watches professional football",14600,"1","preventative"
42,"clothing","predictive",19,"month","","male","Lewis",3,"wears a suit",4808,"3","baseline"
42,"employment","predictive",20,"5 years","Yesterday, William got caught and vowed to never break the law again.","male","William",3,"steals chewing gum",5679,"0","preventative"
42,"employment","predictive",21,"5 years","Yesterday, Esther became fed up with the literary world and decided to never write anything again.","female","Esther",3,"writes novels",6520,"0","preventative"
43,"entertainment","predictive",1,"year","Yesterday, Stephanie remembered how much enjoyable that was and upgraded her cable to have access to all professional football games.","female","Stephanie",3,"watches professional football",10327,"10","enabling"
43,"food","predictive",2,"5 years","Yesterday, Theresa learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","female","Theresa",3,"eats caviar",9351,"15","enabling"
43,"employment","predictive",3,"5 years","","male","Jacob",3,"steals cars",10878,"1","baseline"
43,"food","predictive",4,"year","Yesterday, Nicole realized she is severely allergic to marijuana and will no longer smoke it.","female","Nicole",3,"smokes marijuana",6720,"0","preventative"
43,"food","predictive",5,"year","Yesterday, Crystal learned about the dietary benefits of eating peanut butter and bought a jar at the supermaket.","female","Crystal",3,"eats peanut butter",272286,"30","enabling"
43,"employment","predictive",6,"5 years","Yesterday, Tim got caught and vowed to never break the law again.","male","Tim",3,"steals chewing gum",23613,"1","preventative"
43,"entertainment","predictive",7,"2 years","","male","Anthony",3,"watches space launches",6686,"3","baseline"
43,"food","predictive",8,"month","","female","Tina",3,"drinks beer",5630,"4","baseline"
43,"food","predictive",9,"year","Yesterday, Christopher realized he is severely allergic to cocaine and will no longer do it.","male","Christopher",3,"does cocaine",3601,"0","preventative"
43,"employment","predictive",10,"5 years","Yesterday, Janet researched a new soup kitchen in the area and is going to volunteer with them.","female","Janet",3,"volunteers for soup kitchens",7686,"15","enabling"
43,"hobby","predictive",11,"year","","female","Jessica",3,"plays the banjo",3200,"5","baseline"
43,"employment","predictive",12,"5 years","Yesterday, Daniel became fed up with the literary world and decided to never write anything again.","male","Daniel",3,"writes novels",4959,"0","preventative"
43,"hobby","predictive",13,"year","Yesterday, Linda remembered how much fun that was and bought a new tennis racket.","female","Linda",3,"plays tennis",5189,"5","enabling"
43,"hobby","predictive",14,"5 years","Yesterday, Scott remembered how much fun that was bought a lot of new mountain climbing gear.","male","Scott",3,"climbs mountains",6261,"12","enabling"
43,"hobby","predictive",15,"2 months","Yesterday, Brian was in a car accident and became permanently paralyzed from the waist down.","male","Brian",3,"runs",5630,"0","preventative"
43,"hobby","predictive",16,"year","Yesterday, David remembered how much fun those times were and bought a lot of new hiking gear.","male","David",3,"hikes",6270,"8","enabling"
43,"employment","predictive",17,"5 years","Yesterday, Veronica grew disillusioned with the political system and wants nothing to do with it anymore.","female","Veronica",3,"volunteers for political campaigns",8743,"0","preventative"
43,"food","predictive",18,"month","Yesterday, Michelle developed a caffeine allergy and decided to give up all caffeine.","female","Michelle",3,"drinks coffee",30171,"1","preventative"
43,"food","predictive",19,"month","","male","George",3,"smokes cigarettes",5374,"5","baseline"
43,"employment","predictive",20,"year","","female","Melinda",3,"writes poems",4687,"3","baseline"
43,"clothing","predictive",21,"month","","male","John",3,"wears a suit",5337,"2","baseline"
44,"food","predictive",1,"year","","male","Jack",3,"smokes marijuana",14534,"5","baseline"
44,"clothing","predictive",2,"month","Yesterday, Jennifer got a high paying job on Wall Street.","female","Jennifer",3,"wears a suit",15840,"20","enabling"
44,"food","predictive",3,"year","","female","Janet",3,"eats peanut butter",12591,"5","baseline"
44,"hobby","predictive",4,"year","Yesterday, Monica remembered how much fun those times were and bought a lot of new hiking gear.","female","Monica",3,"hikes",13196,"3","enabling"
44,"employment","predictive",5,"5 years","Yesterday, Brooke got caught and went through a radical transformation, vowing to never break the law again.","female","Brooke",3,"steals cars",20162,"0","preventative"
44,"employment","predictive",6,"year","","female","Kristina",3,"writes poems",13600,"4","baseline"
44,"food","predictive",7,"month","Yesterday, Lee gave up alcohol and entered into Alcoholics Anonymous.","male","Lee",3,"drinks beer",9433,"0","preventative"
44,"food","predictive",8,"month","","female","Amber",3,"drinks coffee",14772,"1","baseline"
44,"hobby","predictive",9,"year","Yesterday, Brian developed crippling arthritis in both elbows and can only move his arms extremely slowly.","male","Brian",3,"plays tennis",14336,"0","preventative"
44,"hobby","predictive",10,"2 months","Yesterday, Rebecca remembered how much fun those times were and bought a new pair of running shoes.","female","Rebecca",3,"runs",14857,"4","enabling"
44,"food","predictive",11,"5 years","Yesterday, Stephen developed a seafood allergy.","male","Stephen",3,"eats caviar",13411,"0","preventative"
44,"hobby","predictive",12,"year","Yesterday, Elisa remembered how much fun that was and joined her friend&quotechars band as the banjoist.","female","Elisa",3,"plays the banjo",14018,"10","enabling"
44,"employment","predictive",13,"5 years","Yesterday, Daniel learned a new trick to distract shopkeepers.","male","Daniel",3,"steals chewing gum",16846,"25","enabling"
44,"entertainment","predictive",14,"year","Yesterday, Ronald remembered how much enjoyable that was and upgraded his cable to have access to all professional football games.","male","Ronald",3,"watches professional football",13239,"15","enabling"
44,"employment","predictive",15,"5 years","Yesterday, Cameron researched a new soup kitchen in the area and is going to volunteer with them.","male","Cameron",3,"volunteers for soup kitchens",11816,"6","enabling"
44,"employment","predictive",16,"5 years","Yesterday, Veronica grew disillusioned with the political system and wants nothing to do with it anymore.","female","Veronica",3,"volunteers for political campaigns",11603,"0","preventative"
44,"food","predictive",17,"year","Yesterday, Natalie realized she is severely allergic to cocaine and will no longer do it.","female","Natalie",3,"does cocaine",12662,"0","preventative"
44,"employment","predictive",18,"5 years","","female","Shannon",3,"writes novels",11187,"2","baseline"
44,"entertainment","predictive",19,"2 years","","female","Tina",3,"watches space launches",9583,"3","baseline"
44,"hobby","predictive",20,"5 years","Yesterday, David turned 80 and gave up all strenuous physical exercise because his doctor said it would be deadly.","male","David",3,"climbs mountains",11588,"0","preventative"
44,"food","predictive",21,"month","","female","Bridgette",3,"smokes cigarettes",9822,"�","baseline"
45,"hobby","predictive",1,"year","Yesterday, Amber developed crippling arthritis in both elbows and can only move her arms extremely slowly.","female","Amber",3,"plays tennis",9236,"0","preventative"
45,"employment","predictive",2,"5 years","Yesterday, Tom researched a new soup kitchen in the area and is going to volunteer with them.","male","Tom",3,"volunteers for soup kitchens",13488,"3","enabling"
45,"entertainment","predictive",3,"2 years","","female","Jackie",3,"watches space launches",7049,"3","baseline"
45,"food","predictive",4,"month","Yesterday, Stephen wanted a morning jolt and bought a pound of fresh roasted coffee.","male","Stephen",3,"drinks coffee",12065,"3","enabling"
45,"employment","predictive",5,"5 years","Yesterday, Brian grew disillusioned with the political system and wants nothing to do with it anymore.","male","Brian",3,"volunteers for political campaigns",7344,"0","preventative"
45,"employment","predictive",6,"5 years","Yesterday, Christopher got caught and vowed to never break the law again.","male","Christopher",3,"steals chewing gum",7242,"0","preventative"
45,"food","predictive",7,"month","Yesterday, Eric gave up alcohol and entered into Alcoholics Anonymous.","male","Eric",3,"drinks beer",5589,"0","preventative"
45,"food","predictive",8,"year","","female","Laura",3,"does cocaine",5191,"3","baseline"
45,"food","predictive",9,"5 years","Yesterday, Monica learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","female","Monica",3,"eats caviar",8944,"9","enabling"
45,"employment","predictive",10,"year","","female","Nicole",3,"writes poems",6644,"3","baseline"
45,"hobby","predictive",11,"year","Yesterday, Crystal developed crippling arthritis in her hands and no longer can play musical instruments.","female","Crystal",3,"plays the banjo",5641,"0","preventative"
45,"food","predictive",12,"year","Yesterday, Hillary realized she is severely allergic to marijuana and will no longer smoke it.","female","Hillary",3,"smokes marijuana",6204,"0","preventative"
45,"food","predictive",13,"month","Yesterday, Kim quit smoking cigarettes.","female","Kim",3,"smokes cigarettes",5865,"0","preventative"
45,"clothing","predictive",14,"month","","male","Gabriel",3,"wears a suit",5884,"0","baseline"
45,"hobby","predictive",15,"5 years","","female","Sophia",3,"climbs mountains",10812,"0","baseline"
45,"hobby","predictive",16,"year","Yesterday, Michelle remembered how much fun those times were and bought a lot of new hiking gear.","female","Michelle",3,"hikes",8625,"20","enabling"
